Dataset,Retriever,Question,Gold Answer,LLM Answer,Claim,Claim Label,Entailment Score,Contradiction Score,Evidence Preview
v1,dpr_v1+LLM,In what year was it declared that no Roman numerals would be used in the name of the 50th Super Bowl?,2014,"In 2012, the NFL announced that the practice of branding Super Bowl 50 with Roman numerals would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice","Jaime Weston, the league's vice",supported,0.753765344619751,0.05699258670210838,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,hybrid_v1+LLM,In what year was it declared that no Roman numerals would be used in the name of the 50th Super Bowl?,2014,"In 2012, the NFL announced that the practice of branding Super Bowl 50 with Roman numerals would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice","In 2012, the NFL announced that the practice of branding Super Bowl 50 with Roman numerals would be temporarily suspended,",contradicted,0.7427328824996948,0.9558168649673462,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,hybrid_v1+LLM,In what year was it declared that no Roman numerals would be used in the name of the 50th Super Bowl?,2014,"In 2012, the NFL announced that the practice of branding Super Bowl 50 with Roman numerals would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice",that the game would be named using Arabic numerals as Super Bowl 50.,supported,0.9901943802833557,0.9823657870292664,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,hybrid_v1+LLM,In what year was it declared that no Roman numerals would be used in the name of the 50th Super Bowl?,2014,"In 2012, the NFL announced that the practice of branding Super Bowl 50 with Roman numerals would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice",The use of Roman numerals will be reinstated for Super Bowl LI.,unsupported,0.4888235926628113,0.4207758605480194,
v1,hybrid_v1+LLM,In what year was it declared that no Roman numerals would be used in the name of the 50th Super Bowl?,2014,"In 2012, the NFL announced that the practice of branding Super Bowl 50 with Roman numerals would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice","Jaime Weston, the league's vice",supported,0.753765344619751,0.13233883678913116,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,bm25_v1+LLM,"Which Super Bowl, after the 50th one, will begin have Roman numerals in the title again?",Super Bowl LI,"The Super Bowl will be named after the first Super Bowl, and the first Super Bowl to be named after the second Super Bowl.","The Super Bowl will be named after the first Super Bowl,",contradicted,0.004643160849809647,0.9952129125595093,"reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically pleasing logo with the letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo"
v1,bm25_v1+LLM,"Which Super Bowl, after the 50th one, will begin have Roman numerals in the title again?",Super Bowl LI,"The Super Bowl will be named after the first Super Bowl, and the first Super Bowl to be named after the second Super Bowl.",the first Super Bowl to be named after the second Super Bowl.,contradicted,0.05002543330192566,0.986169695854187,"reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically pleasing logo with the letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo"
v1,dpr_v1+LLM,"Which Super Bowl, after the 50th one, will begin have Roman numerals in the title again?",Super Bowl LI,The Super Bowl will be named using Roman numerals as Super Bowl 50.,The Super Bowl will be named using Roman numerals as Super Bowl 50.,contradicted,0.0030209380201995373,0.9987785220146179,"game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super "
v1,hybrid_v1+LLM,"Which Super Bowl, after the 50th one, will begin have Roman numerals in the title again?",Super Bowl LI,"The Super Bowl will be named after the first Super Bowl, and the title will be named after the second Super Bowl.","The Super Bowl will be named after the first Super Bowl,",contradicted,0.004643160849809647,0.9952129125595093,"reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically pleasing logo with the letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo"
v1,hybrid_v1+LLM,"Which Super Bowl, after the 50th one, will begin have Roman numerals in the title again?",Super Bowl LI,"The Super Bowl will be named after the first Super Bowl, and the title will be named after the second Super Bowl.",the title will be named after the second Super Bowl.,contradicted,0.02497771941125393,0.9968050718307495,"reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically pleasing logo with the letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo"
v1,bm25_v1+LLM,"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",L,"The Super Bowl is a Super Bowl game, and the naming of the game is not a matter of convention. The Super Bowl is a Super Bowl game, and the naming of the game is not a matter of convention. The Super Bowl is a Super Bowl game, and the naming of the game is","The Super Bowl is a Super Bowl game,",contradicted,0.7727017402648926,0.9739049077033997,"guest roles. Notably, in 2013, John Hurt guest-starred as a hitherto unknown incarnation of the Doctor known as the War Doctor in the run-up to the show's 50th anniversary special ""The Day of the Doctor"". He is shown in mini-episode ""The Night of the Doctor"" to have been retroactively inserted into "
v1,bm25_v1+LLM,"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",L,"The Super Bowl is a Super Bowl game, and the naming of the game is not a matter of convention. The Super Bowl is a Super Bowl game, and the naming of the game is not a matter of convention. The Super Bowl is a Super Bowl game, and the naming of the game is",the naming of the game is not a matter of convention.,contradicted,0.012680117040872574,0.9953142404556274,"the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50. On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a"
v1,bm25_v1+LLM,"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",L,"The Super Bowl is a Super Bowl game, and the naming of the game is not a matter of convention. The Super Bowl is a Super Bowl game, and the naming of the game is not a matter of convention. The Super Bowl is a Super Bowl game, and the naming of the game is",the naming of the game is,contradicted,0.19174836575984955,0.6545736193656921,"guest roles. Notably, in 2013, John Hurt guest-starred as a hitherto unknown incarnation of the Doctor known as the War Doctor in the run-up to the show's 50th anniversary special ""The Day of the Doctor"". He is shown in mini-episode ""The Night of the Doctor"" to have been retroactively inserted into "
v1,dpr_v1+LLM,"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",L,"The answer is ""Roman numerals"".","The answer is ""Roman numerals"".",contradicted,0.004087745677679777,0.9896795749664307,"game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super "
v1,hybrid_v1+LLM,"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",L,"The answer is ""Roman numerals"".","The answer is ""Roman numerals"".",contradicted,0.005908169783651829,0.9948939085006714,"""spectacular"" and that it would be ""an important game for us as a league"". Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering "
v1,bm25_v1+LLM,What color are the numbers in the Super Bowl 50 logo? ,gold,The Super Bowl 50 logo is a color scheme that is used to represent the Super Bowl 50. The Super Bowl 50 logo is a color scheme that is used to represent the Super Bowl 50. The Super Bowl 50 logo is a color scheme that is used to represent the Super Bowl 50. The Super Bowl,The Super Bowl 50 logo is a color scheme that is used to represent the Super Bowl 50.,supported,0.6638602614402771,0.1202496662735939,"Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically pleasing logo with the letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from t"
v1,bm25_v1+LLM,What color are the numbers in the Super Bowl 50 logo? ,gold,The Super Bowl 50 logo is a color scheme that is used to represent the Super Bowl 50. The Super Bowl 50 logo is a color scheme that is used to represent the Super Bowl 50. The Super Bowl 50 logo is a color scheme that is used to represent the Super Bowl 50. The Super Bowl,The Super Bowl,unsupported,0.1480124294757843,0.1269134134054184,
v1,dpr_v1+LLM,What color are the numbers in the Super Bowl 50 logo? ,gold,The Super Bowl 50 logo is a color scheme that is used to represent the color of the Super Bowl logo. The Super Bowl 50 logo is a color scheme that is used to represent the color of the Super Bowl logo. The Super Bowl 50 logo is a color scheme that is used to represent the color,The Super Bowl 50 logo is a color scheme that is used to represent the color of the Super Bowl logo.,contradicted,0.8760419487953186,0.9167177081108093,"letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silver as in the standard logo. Various gold-themed promotions and initi"
v1,dpr_v1+LLM,What color are the numbers in the Super Bowl 50 logo? ,gold,The Super Bowl 50 logo is a color scheme that is used to represent the color of the Super Bowl logo. The Super Bowl 50 logo is a color scheme that is used to represent the color of the Super Bowl logo. The Super Bowl 50 logo is a color scheme that is used to represent the color,The Super Bowl 50 logo is a color scheme that is used to represent the color,contradicted,0.18087142705917358,0.8601287007331848,"letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silver as in the standard logo. Various gold-themed promotions and initi"
v1,hybrid_v1+LLM,What color are the numbers in the Super Bowl 50 logo? ,gold,The Super Bowl 50 logo is a color scheme that is similar to the Super Bowl logo. The Super Bowl logo is a color scheme that is similar to the Super Bowl logo. The Super Bowl logo is a color scheme that is similar to the Super Bowl logo. The Super Bowl logo is a color scheme,The Super Bowl 50 logo is a color scheme that is similar to the Super Bowl logo.,contradicted,0.34440135955810547,0.8027997612953186,"letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silver as in the standard logo. As the designated home team in the annua"
v1,hybrid_v1+LLM,What color are the numbers in the Super Bowl 50 logo? ,gold,The Super Bowl 50 logo is a color scheme that is similar to the Super Bowl logo. The Super Bowl logo is a color scheme that is similar to the Super Bowl logo. The Super Bowl logo is a color scheme that is similar to the Super Bowl logo. The Super Bowl logo is a color scheme,The Super Bowl logo is a color scheme that is similar to the Super Bowl logo.,supported,0.8599622249603271,0.8521910905838013,"played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game"
v1,hybrid_v1+LLM,What color are the numbers in the Super Bowl 50 logo? ,gold,The Super Bowl 50 logo is a color scheme that is similar to the Super Bowl logo. The Super Bowl logo is a color scheme that is similar to the Super Bowl logo. The Super Bowl logo is a color scheme that is similar to the Super Bowl logo. The Super Bowl logo is a color scheme,The Super Bowl logo is a color scheme,unsupported,0.15048833191394806,0.26113054156303406,
v1,bm25_v1+LLM,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014","The NFL announced on June 4, 2014, that the practice of branding Super Bowl 50 would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston","The NFL announced on June 4, 2014, that the practice of branding Super Bowl 50 would be temporarily suspended,",supported,0.9879531264305115,0.9681338667869568,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,bm25_v1+LLM,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014","The NFL announced on June 4, 2014, that the practice of branding Super Bowl 50 would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston",that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI.,supported,0.8280043601989746,0.4675600826740265,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,dpr_v1+LLM,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014","On June 4, 2014, the NFL announced that the practice of branding Super Bowl 50 would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50. The use of Arabic numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president","On June 4, 2014, the NFL announced that the practice of branding Super Bowl 50 would be temporarily suspended,",contradicted,0.9592905044555664,0.9954581260681152,"letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silver as in the standard logo. Super Bowl 50 was an American football g"
v1,dpr_v1+LLM,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014","On June 4, 2014, the NFL announced that the practice of branding Super Bowl 50 would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50. The use of Arabic numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president",that the game would be named using Arabic numerals as Super Bowl 50.,supported,0.9901943802833557,0.9823657870292664,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,dpr_v1+LLM,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014","On June 4, 2014, the NFL announced that the practice of branding Super Bowl 50 would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50. The use of Arabic numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president",The use of Arabic numerals will be reinstated for Super Bowl LI.,contradicted,0.04768462851643562,0.9422954320907593,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,dpr_v1+LLM,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014","On June 4, 2014, the NFL announced that the practice of branding Super Bowl 50 would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50. The use of Arabic numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president","Jaime Weston, the league's vice president",supported,0.8124609589576721,0.33894455432891846,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,hybrid_v1+LLM,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014","The NFL announced on June 4, 2014, that the practice of branding Super Bowl games with Roman numerals would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl","The NFL announced on June 4, 2014, that the practice of branding Super Bowl games with Roman numerals would be temporarily suspended,",supported,0.9942725896835327,0.9783479571342468,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,hybrid_v1+LLM,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014","The NFL announced on June 4, 2014, that the practice of branding Super Bowl games with Roman numerals would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl",that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl,contradicted,0.8946653008460999,0.9538363218307495,"letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silver as in the standard logo. Super Bowl 50 was an American football g"
v1,bm25_v1+LLM,"Rather than Roman numerals, what did the NFL decide to use?",Arabic numerals,The NFL decided to use Roman numerals.,The NFL decided to use Roman numerals.,contradicted,0.0140027841553092,0.9864382743835449,"letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silver as in the standard logo. Sometimes the prosecution proposes a ple"
v1,dpr_v1+LLM,"Rather than Roman numerals, what did the NFL decide to use?",Arabic numerals,"The NFL decided to use Roman numerals in the Super Bowl. The NFL's logo was designed to be a ""golden"" look, with the numerals in the center of the logo. The NFL logo was designed to be a ""golden"" look, with the numerals in the center",The NFL decided to use Roman numerals in the Super Bowl.,contradicted,0.010627700947225094,0.999108612537384,"game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super "
v1,dpr_v1+LLM,"Rather than Roman numerals, what did the NFL decide to use?",Arabic numerals,"The NFL decided to use Roman numerals in the Super Bowl. The NFL's logo was designed to be a ""golden"" look, with the numerals in the center of the logo. The NFL logo was designed to be a ""golden"" look, with the numerals in the center","The NFL's logo was designed to be a ""golden"" look, with the numerals in the center of the logo.",supported,0.7819374799728394,0.013211861252784729,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,dpr_v1+LLM,"Rather than Roman numerals, what did the NFL decide to use?",Arabic numerals,"The NFL decided to use Roman numerals in the Super Bowl. The NFL's logo was designed to be a ""golden"" look, with the numerals in the center of the logo. The NFL logo was designed to be a ""golden"" look, with the numerals in the center","The NFL logo was designed to be a ""golden"" look, with the numerals in the center",unsupported,0.20978465676307678,0.029906297102570534,
v1,hybrid_v1+LLM,"Rather than Roman numerals, what did the NFL decide to use?",Arabic numerals,The NFL decided to use the Roman numerals as Super Bowl 50.,The NFL decided to use the Roman numerals as Super Bowl 50.,contradicted,0.015780245885252953,0.998094379901886,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
v1,bm25_v1+LLM,What is the Roman numeral for 50?,L.,50 is the number of the Roman numeral.,50 is the number of the Roman numeral.,contradicted,0.20703640580177307,0.7382468581199646,"of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, "
v1,dpr_v1+LLM,What is the Roman numeral for 50?,L.,50 is a number that is used to represent the number of the Roman numerator.,50 is a number that is used to represent the number of the Roman numerator.,contradicted,0.16504311561584473,0.9402047991752625,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo co"
v1,hybrid_v1+LLM,What is the Roman numeral for 50?,L.,50 is a Roman numeral that is used in the game.,50 is a Roman numeral that is used in the game.,contradicted,0.05696018040180206,0.980749785900116,"in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game wou"
v1,bm25_v1+LLM,"Normally silver, what color was used for the number 50?",gold,The probability is 1/(1-p)n.,The probability is 1/(1-p)n.,supported,0.862368643283844,0.39832890033721924,"partly random way. For example, a given test might pass all the time if applied to a prime number, but pass only with probability p if applied to a composite number. If we repeat the test n times and pass every time, then the probability that our number is composite is 1/(1-p)n, which decreases expo"
v1,dpr_v1+LLM,"Normally silver, what color was used for the number 50?",gold,Silver is a color that is used in the design of the logo.,Silver is a color that is used in the design of the logo.,contradicted,0.782093346118927,0.9824556112289429,"17 (although some affiliates implemented the new design prior to then), as part of an overhaul of ABC's identity by design agency LoyalKaspar. The updated logo carries a simpler gloss design than the previous version, and contains lettering more closely resembling Paul Rand's original version of the"
v1,hybrid_v1+LLM,"Normally silver, what color was used for the number 50?",gold,"Silver, black, or white.","Silver, black, or white.",contradicted,0.26124265789985657,0.995445966720581,"four variants shading the respective color used with the circle design's native black coloring: a gold version is primarily used on entertainment-oriented outlets (such as ABC.com, WATCH ABC, and by ABC Studios) and the on-screen bug; steel blue and dark grey versions are used primarily by ABC News;"
v1,bm25_v1+LLM,When will Roman numerals be used again to denote the Super Bowl number?,Super Bowl LI.,The Super Bowl 50 will be renamed to Super Bowl 50.,The Super Bowl 50 will be renamed to Super Bowl 50.,supported,0.9304630160331726,0.18855448067188263,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,dpr_v1+LLM,When will Roman numerals be used again to denote the Super Bowl number?,Super Bowl LI.,The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is,The Super Bowl is a football game.,supported,0.95717453956604,0.006505197379738092,"letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silver as in the standard logo. Super Bowl 50 was an American football g"
v1,dpr_v1+LLM,When will Roman numerals be used again to denote the Super Bowl number?,Super Bowl LI.,The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is,The Super Bowl is,unsupported,0.10384213924407959,0.11427421867847443,
v1,hybrid_v1+LLM,When will Roman numerals be used again to denote the Super Bowl number?,Super Bowl LI.,The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is,The Super Bowl is a national event.,unsupported,0.04043911397457123,0.0009830136550590396,
v1,hybrid_v1+LLM,When will Roman numerals be used again to denote the Super Bowl number?,Super Bowl LI.,The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is,The Super Bowl is,unsupported,0.0712927058339119,0.2550215423107147,
v1,bm25_v1+LLM,What type of numeral did the latest Super Bowl use to designate the game number?,Arabic,"The Super Bowl used a number of different numerals, including the number of the Super Bowl's first two games, the first game of the Super Bowl, and the first game of the Super Bowl XLV. The number of the Super Bowl's first two games was the number of the Super Bowl's","The Super Bowl used a number of different numerals, including the number of the Super Bowl's first two games, the first game of the Super Bowl,",contradicted,0.07563724368810654,0.9487306475639343,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,bm25_v1+LLM,What type of numeral did the latest Super Bowl use to designate the game number?,Arabic,"The Super Bowl used a number of different numerals, including the number of the Super Bowl's first two games, the first game of the Super Bowl, and the first game of the Super Bowl XLV. The number of the Super Bowl's first two games was the number of the Super Bowl's",the first game of the Super Bowl XLV.,contradicted,0.01634686253964901,0.9858288764953613,"letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silver as in the standard logo. Super Bowl 50 was an American football g"
v1,bm25_v1+LLM,What type of numeral did the latest Super Bowl use to designate the game number?,Arabic,"The Super Bowl used a number of different numerals, including the number of the Super Bowl's first two games, the first game of the Super Bowl, and the first game of the Super Bowl XLV. The number of the Super Bowl's first two games was the number of the Super Bowl's",The number of the Super Bowl's first two games was the number of the Super Bowl's,contradicted,0.12896865606307983,0.7564790844917297,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
v1,dpr_v1+LLM,What type of numeral did the latest Super Bowl use to designate the game number?,Arabic,"The Super Bowl logo was designed to be a ""golden"" number, with the letter ""L"" in the middle. The logo was designed to be a ""golden"" number with the letter ""L"" in the middle. The logo was designed to be a ""golden"" number with","The Super Bowl logo was designed to be a ""golden"" number, with the letter ""L"" in the middle.",contradicted,0.4625888168811798,0.7696405649185181,"letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silver as in the standard logo. Super Bowl 50 was an American football g"
v1,dpr_v1+LLM,What type of numeral did the latest Super Bowl use to designate the game number?,Arabic,"The Super Bowl logo was designed to be a ""golden"" number, with the letter ""L"" in the middle. The logo was designed to be a ""golden"" number with the letter ""L"" in the middle. The logo was designed to be a ""golden"" number with","The logo was designed to be a ""golden"" number with the letter ""L"" in the middle.",contradicted,0.47585025429725647,0.8543353080749512,"game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super "
v1,dpr_v1+LLM,What type of numeral did the latest Super Bowl use to designate the game number?,Arabic,"The Super Bowl logo was designed to be a ""golden"" number, with the letter ""L"" in the middle. The logo was designed to be a ""golden"" number with the letter ""L"" in the middle. The logo was designed to be a ""golden"" number with","The logo was designed to be a ""golden"" number with",unsupported,0.4381476044654846,0.10444839298725128,
v1,hybrid_v1+LLM,What type of numeral did the latest Super Bowl use to designate the game number?,Arabic,"The Super Bowl used a number of different numerals, including the number of the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game,","The Super Bowl used a number of different numerals, including the number of the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game,",contradicted,0.6227641701698303,0.9003884792327881,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals"
