Dataset,Retriever,Question,Gold Answer,LLM Answer,Retrieved Context Preview,TopK,Mean Retrieval Score,Retrieval Hit@K,Exact Match,F1,BLEU,ROUGE-L,Semantic Similarity,Num Claims,Supported Claims,Unsupported Claims,Contradicted Claims,Faithfulness,Extrinsic Hallucination Rate,Intrinsic Hallucination Rate,Hallucination Rate,Step Time Sec
v1,dpr_v1+LLM,What is the Roman numeral for 50?,L.,50 is a number that is used to represent the number of the Roman numerator.,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,0.33249003887176515,1,0,0.0,2.445593937240363,0.0,0.022282703,1,0,0,1,0.0,0.0,1.0,1.0,0.8195111751556396
v1,hybrid_v1+LLM,What is the Roman numeral for 50?,L.,50 is a Roman numeral that is used in the game.,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,0.7443340711940503,1,0,0.0,3.3864985683445354,0.0,0.06365505,1,0,0,1,0.0,0.0,1.0,1.0,0.8643944263458252
v1,bm25_v1+LLM,"Normally silver, what color was used for the number 50?",gold,The probability is 1/(1-p)n.,"Modern primality tests for general numbers n can be divided into two main classes, probabilistic (or ""Monte Carlo"") and deterministic algorithms. Deterministic algorithms provide a way to tell for sure whether a given number is prime or not. For example, trial division is a deterministic algorithm because, if performed correctly, it will always identify a prime number as prime and a composite number as composite. Probabilistic algorithms are normally faster, but do not completely prove that a nu",5,14.18519044741278,1,0,0.0,0.0,0.0,0.070276216,1,1,0,0,1.0,0.0,0.0,0.0,0.8242695331573486
v1,dpr_v1+LLM,"Normally silver, what color was used for the number 50?",gold,Silver is a color that is used in the design of the logo.,"There are over 10,000 objects made from silver or gold in the collection, the display (about 15% of the collection) is divided into secular and sacred covering both Christian (Roman Catholic, Anglican and Greek Orthodox) and Jewish liturgical vessels and items. The main silver gallery is divided into these areas: British silver pre-1800; British silver 1800 to 1900; modernist to contemporary silver; European silver. The collection includes the earliest known piece of English silver with a dated ",5,0.3494411528110504,1,0,0.0,0.0,0.0,0.32040656,1,0,0,1,0.0,0.0,1.0,1.0,0.857856273651123
v1,hybrid_v1+LLM,"Normally silver, what color was used for the number 50?",gold,"Silver, black, or white.","A revised version of the ABC logo was introduced for promotions for the 2013–14 season during the network's upfront presentation on May 14, 2013, and officially introduced on-air on June 17 (although some affiliates implemented the new design prior to then), as part of an overhaul of ABC's identity by design agency LoyalKaspar. The updated logo carries a simpler gloss design than the previous version, and contains lettering more closely resembling Paul Rand's original version of the circle logo.",5,0.8488104423748302,1,0,0.0,0.0,0.0,0.38178647,1,0,0,1,0.0,0.0,1.0,1.0,0.8797562122344971
v1,bm25_v1+LLM,When will Roman numerals be used again to denote the Super Bowl number?,Super Bowl LI.,The Super Bowl 50 will be renamed to Super Bowl 50.,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,30.298285341356614,1,0,0.28571428571428575,7.495553473355842,0.28571428571428575,0.50295734,1,1,0,0,1.0,0.0,0.0,0.0,0.7869553565979004
v1,dpr_v1+LLM,When will Roman numerals be used again to denote the Super Bowl number?,Super Bowl LI.,The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is a football game. The Super Bowl is,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,0.4974557995796204,1,0,0.07142857142857142,1.3379235219745431,0.07142857142857142,0.42090303,2,1,1,0,0.5,0.5,0.0,0.5,0.8882887363433838
v1,hybrid_v1+LLM,When will Roman numerals be used again to denote the Super Bowl number?,Super Bowl LI.,The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is a national event. The Super Bowl is,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,0.7509860489857679,1,0,0.07142857142857142,1.3379235219745431,0.07142857142857142,0.4735894,2,0,2,0,0.0,1.0,0.0,1.0,0.9794528484344482
v1,bm25_v1+LLM,What type of numeral did the latest Super Bowl use to designate the game number?,Arabic,"The Super Bowl used a number of different numerals, including the number of the Super Bowl's first two games, the first game of the Super Bowl, and the first game of the Super Bowl XLV. The number of the Super Bowl's first two games was the number of the Super Bowl's","On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,32.28299028571414,1,0,0.0,0.0,0.0,0.062099118,3,0,0,3,0.0,0.0,1.0,1.0,1.0992159843444824
v1,dpr_v1+LLM,What type of numeral did the latest Super Bowl use to designate the game number?,Arabic,"The Super Bowl logo was designed to be a ""golden"" number, with the letter ""L"" in the middle. The logo was designed to be a ""golden"" number with the letter ""L"" in the middle. The logo was designed to be a ""golden"" number with","On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,0.5622832119464874,1,0,0.0,0.0,0.0,0.07486537,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0575695037841797
v1,hybrid_v1+LLM,What type of numeral did the latest Super Bowl use to designate the game number?,Arabic,"The Super Bowl used a number of different numerals, including the number of the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game, the national championship game,","On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,0.8753312400855252,1,0,0.0,0.0,0.0,0.017835278,1,0,0,1,0.0,0.0,1.0,1.0,0.866879940032959
v1,bm25_v1+LLM,What is the Roman numeral going to be for Super Bowl 51?,LI.,The Roman numerals will be used to represent the Super Bowl 50.,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,26.21207131009411,1,0,0.0,3.0890553181566975,0.0,0.0014688987,1,0,0,1,0.0,0.0,1.0,1.0,0.827894926071167
v1,dpr_v1+LLM,What is the Roman numeral going to be for Super Bowl 51?,LI.,The Roman numerals will be used to represent the Super Bowl 50.,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,0.5196487426757812,1,0,0.0,3.0890553181566975,0.0,0.0014688987,1,0,0,1,0.0,0.0,1.0,1.0,0.7945029735565186
v1,hybrid_v1+LLM,What is the Roman numeral going to be for Super Bowl 51?,LI.,The Roman numerals will be used to represent the Super Bowl 50.,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,0.8298804083979674,1,0,0.0,3.0890553181566975,0.0,0.0014688987,1,0,0,1,0.0,0.0,1.0,1.0,0.8208706378936768
v1,bm25_v1+LLM,What color was featured in promotions related to Super Bowl 50?,gold,The Super Bowl 50 was red.,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. Elway stated, ""We've had Super Bowl success in our white uniforms."" The Broncos last wore matching white jerseys and pants in the Super Bowl in Super Bowl XXXIII, Elway's last game as Denver QB, when they defeated the Atlanta Falcons 34–19. In their only other Super Bowl win in Super Bowl XXXII, Denver wore blue jerseys, which was their pri",5,24.78144703811903,1,0,0.0,0.0,0.0,0.16598919,1,0,0,1,0.0,0.0,1.0,1.0,0.8246312141418457
v1,dpr_v1+LLM,What color was featured in promotions related to Super Bowl 50?,gold,The color of the Super Bowl logo was red.,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.5903535604476928,1,0,0.0,0.0,0.0,0.1982559,1,0,0,1,0.0,0.0,1.0,1.0,0.8335361480712891
v1,hybrid_v1+LLM,What color was featured in promotions related to Super Bowl 50?,gold,,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. Elway stated, ""We've had Super Bowl success in our white uniforms."" The Broncos last wore matching white jerseys and pants in the Super Bowl in Super Bowl XXXIII, Elway's last game as Denver QB, when they defeated the Atlanta Falcons 34–19. In their only other Super Bowl win in Super Bowl XXXII, Denver wore blue jerseys, which was their pri",5,0.8968097849713678,1,0,0.0,0.0,0.0,0.41511327,0,0,0,0,0.0,0.0,0.0,0.0,0.702078104019165
v1,bm25_v1+LLM,When did sideline jackets and hats start to feature gold-trimmed logos?,week 7,The first time the gold-trimmed logos were used in the NFL was in the 1950s. The first time the logo was used in the NFL was in the 1950s. The first time the logo was used in the NFL was in the 1950s. The first time the logo was used,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,19.011974705785494,1,0,0.0,0.0,0.0,0.03820107,3,0,3,0,0.0,1.0,0.0,1.0,1.0299773216247559
v1,dpr_v1+LLM,When did sideline jackets and hats start to feature gold-trimmed logos?,week 7,"In the early 1980s, the ABC logo was introduced in the same manner as the ABC logo, with the letters ""ABC"" and the logo in the center. The logo was then replaced by a new logo, with the letters ""ABC"" and the logo in the center. The logo was then","Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.3998036563396454,1,0,0.0,0.0,0.0,0.017378258,4,0,0,4,0.0,0.0,1.0,1.0,1.2560129165649414
v1,hybrid_v1+LLM,When did sideline jackets and hats start to feature gold-trimmed logos?,week 7,"In the early 1980s, the ABC logo was introduced in the first season of the NFL's Super Bowl, and the logo was introduced in the second season of the Super Bowl. The logo was introduced in the second season of the Super Bowl, and the logo was introduced in the third season of the","Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.6013893219436037,1,0,0.0,0.0,0.0,0.08660852,4,0,0,4,0.0,0.0,1.0,1.0,1.2667372226715088
v1,bm25_v1+LLM,What yard marker on the field was painted gold?,50,The yard marker on the field was painted gold.,"Harvard's 209-acre (85 ha) main campus is centered on Harvard Yard in Cambridge, about 3 miles (5 km) west-northwest of the State House in downtown Boston, and extends into the surrounding Harvard Square neighborhood. Harvard Yard itself contains the central administrative offices and main libraries of the university, academic buildings including Sever Hall and University Hall, Memorial Church, and the majority of the freshman dormitories. Sophomore, junior, and senior undergraduates live in twe",5,11.736923133168595,0,0,0.0,0.0,0.0,0.099182874,1,0,1,0,0.0,1.0,0.0,1.0,0.8043320178985596
v1,dpr_v1+LLM,What yard marker on the field was painted gold?,50,"The gold-trimmed gold-trimmed logo was painted on the field, and the gold-trimmed logo was painted on the field.","Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.35088509917259214,1,0,0.0,0.0,0.0,0.09736201,2,1,1,0,0.5,0.5,0.0,0.5,1.0314686298370361
v1,hybrid_v1+LLM,What yard marker on the field was painted gold?,50,The yard marker on the field was painted gold.,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.7448504006037174,1,0,0.0,0.0,0.0,0.099182874,1,1,0,0,1.0,0.0,0.0,0.0,0.8828275203704834
v1,bm25_v1+LLM,What color was used to create the 50-yard line in Levi's Stadium for the season leading up to the Super Bowl 50 game?,gold,"The 50-yard line was created by using a black background, and the line was created by using a white background. The line was created by using a black background, and the line was created by using a white background. The line was created by using a black background, and the line was created","Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,47.11382223256469,1,0,0.0,0.0,0.0,-0.0007130131,4,0,1,3,0.0,0.25,0.75,1.0,1.1611301898956299
v1,dpr_v1+LLM,What color was used to create the 50-yard line in Levi's Stadium for the season leading up to the Super Bowl 50 game?,gold,"The 50-yard line was created by the NFL's use of a ""golden"" color scheme, which is a color scheme that is used to create a ""golden"" line. The NFL uses a ""golden"" color scheme to create a ""golden"" line, which is a","Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.5424061179161072,1,0,0.0,0.0,0.0,0.110401064,2,0,0,2,0.0,0.0,1.0,1.0,0.983527421951294
v1,hybrid_v1+LLM,What color was used to create the 50-yard line in Levi's Stadium for the season leading up to the Super Bowl 50 game?,gold,"The 50-yard line was created by the NFL's ""golden anniversary"" with the addition of the ""Golden Anniversary"" logo. The NFL's ""golden anniversary"" logo was created by the NFL's ""golden anniversary"" logo, which was created by the NFL's ""golden anniversary","Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.9039802325470054,1,0,0.0,0.0,0.0,0.10448934,2,0,1,1,0.0,0.5,0.5,1.0,0.9566266536712646
v1,bm25_v1+LLM,"What color were the footballs handed out to a variety of high schools, leading up to Super Bowl 50?",gold,"The Broncos have a history of winning Super Bowls, and the Super Bowl is a great time to be a part of it. The Broncos have a history of winning Super Bowls, and the Super Bowl is a great time to be a part of it. The Broncos have a history of winning Super","Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,31.707114117216186,1,0,0.0,0.0,0.0,0.047277108,3,0,3,0,0.0,1.0,0.0,1.0,1.2092161178588867
v1,dpr_v1+LLM,"What color were the footballs handed out to a variety of high schools, leading up to Super Bowl 50?",gold,The color scheme of the Super Bowl 50 logo is based on the color scheme of the Super Bowl L logo. The Super Bowl L logo is based on the color scheme of the Super Bowl L logo. The Super Bowl L logo is based on the color scheme of the Super Bowl L logo. The Super,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.555289888381958,1,0,0.0,0.0,0.0,0.070678145,2,0,0,2,0.0,0.0,1.0,1.0,0.9761149883270264
v1,hybrid_v1+LLM,"What color were the footballs handed out to a variety of high schools, leading up to Super Bowl 50?",gold,The NFL has a tradition of naming the Super Bowl 50 games with Roman numerals. The NFL has a tradition of naming the Super Bowl 50 games with Roman numerals. The NFL has a tradition of naming the Super Bowl 50 games with Roman numerals. The NFL has a tradition of naming the Super,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.8765436731177975,1,0,0.0,0.0,0.0,-0.038330354,2,0,0,2,0.0,0.0,1.0,1.0,0.9879429340362549
v1,bm25_v1+LLM,"Because of the gold theme, what was Super Bowl 50 known as?",Golden Super Bowl,Super Bowl 50 was a national event. The Super Bowl was the first time the NFL had ever been held in the United States. The Super Bowl was the first time the NFL had ever been held in the United States. The Super Bowl was the first time the NFL had ever been held in the United,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever. Super Bowl 50 was an American football game to determine the champion of the National Football League (NF",5,27.870996000314893,0,0,0.06666666666666667,1.2089503751329373,0.06666666666666667,0.51837724,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,1.0,0.9621319770812988
v1,dpr_v1+LLM,"Because of the gold theme, what was Super Bowl 50 known as?",Golden Super Bowl,"Super Bowl 50 was a national event, and the name of the game was chosen by the NFL. The name of the game was chosen by the NFL, and the name of the game was chosen by the NFL. The name of the game was chosen by the NFL, and the name of the game","Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.604149866104126,1,0,0.06896551724137931,1.2089503751329373,0.06896551724137931,0.55841446,4,0,3,1,0.0,0.75,0.25,1.0,1.015852689743042
v1,hybrid_v1+LLM,"Because of the gold theme, what was Super Bowl 50 known as?",Golden Super Bowl,Super Bowl 50 was a national event. The Super Bowl was the first time the NFL had ever been held in the Bay Area. The NFL was the first time the NFL had ever played in the Bay Area. The NFL was the first time the NFL had ever played in the Bay Area. The NFL,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.8965504692518828,0,0,0.06779661016949153,1.2089503751329373,0.06779661016949153,0.5558075,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.9976100921630859
v1,bm25_v1+LLM,What was given to high schools where former students went on to play or coach in a Super Bowl?,Gold footballs,The following is a list of the schools that have given their students the opportunity to play in a Super Bowl.,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,29.603229301366373,1,0,0.0,0.0,0.0,0.29198873,1,0,0,1,0.0,0.0,1.0,1.0,0.8116636276245117
v1,dpr_v1+LLM,What was given to high schools where former students went on to play or coach in a Super Bowl?,Gold footballs,"The Super Bowl 50 Host Committee has pledged to be the most giving Super Bowl ever. The committee created the 50 fund as its philanthropic initiative and focuses on providing grants to aid with youth development, community investment and sustainable environments. The league announced on October 16, 2012, that the two finalists were Sun","Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.49592243432998656,1,0,0.0,0.0,0.0,0.19392903,4,3,1,0,0.75,0.25,0.0,0.25,1.0867595672607422
v1,hybrid_v1+LLM,What was given to high schools where former students went on to play or coach in a Super Bowl?,Gold footballs,The following is a list of the most recent Super Bowls.,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.8437969893689219,1,0,0.0,0.0,0.0,0.3314492,1,0,0,1,0.0,0.0,1.0,1.0,0.8431572914123535
v1,bm25_v1+LLM,What yard line was a gold color for all teams during the season?,the 50-yard line,"The ABC logo was originally designed to be a black-on-black color scheme, but the logo was redesigned to be a gold-trimmed logo. The logo was originally designed to be a gray-on-black color scheme, but the logo was redesigned to be a gold-trim","Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,20.707219050250387,1,0,0.044444444444444446,0.8130350574508933,0.038461538461538464,0.10024137,4,0,0,4,0.0,0.0,1.0,1.0,1.3124213218688965
v1,dpr_v1+LLM,What yard line was a gold color for all teams during the season?,the 50-yard line,The field was,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.4411338150501251,1,0,0.3333333333333333,0.0,0.28571428571428575,0.44605762,1,0,1,0,0.0,1.0,0.0,1.0,0.8543574810028076
v1,hybrid_v1+LLM,What yard line was a gold color for all teams during the season?,the 50-yard line,"The ""Gold"" logo was introduced in the 1993–94 season, and was used in the ""ABC Circle"" logo for the first time in the program's history. The logo was also used in the ""ABC Modern"" logo for the first time in the program's history, and was used in","Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,0.7791241206694525,1,0,0.04,0.6488583831481832,0.037037037037037035,0.104059994,4,0,0,4,0.0,0.0,1.0,1.0,1.2692489624023438
v1,bm25_v1+LLM,"Since this was the 50th one, what was the theme color for the Super Bowl?",gold,The theme color for the Super Bowl is blue.,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game. No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001. Super Bowl",5,26.194791851256912,1,0,0.0,0.0,0.0,0.117307544,1,0,0,1,0.0,0.0,1.0,1.0,0.7867591381072998
v1,dpr_v1+LLM,"Since this was the 50th one, what was the theme color for the Super Bowl?",gold,The theme color for the Super Bowl is blue.,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.5646048426628113,1,0,0.0,0.0,0.0,0.117307544,1,0,0,1,0.0,0.0,1.0,1.0,0.8332953453063965
